line,0.020000001415610313,365.67999267578125,5.177330017089844,365.46710205078125
line,5.177330017089844,365.46710205078125,10.334968566894531,365.26190185546875
line,10.334968566894531,365.26190185546875,15.49289321899414,365.06402587890625
line,15.49289321899414,365.06402587890625,20.651098251342773,364.8734130859375
line,20.651098251342773,364.8734130859375,25.809703826904297,364.6941833496094
line,25.809703826904297,364.6941833496094,30.968549728393555,364.5219421386719
line,30.968549728393555,364.5219421386719,36.12761306762695,364.3562927246094
line,36.12761306762695,364.3562927246094,41.287017822265625,364.20159912109375
line,41.287017822265625,364.20159912109375,46.4466438293457,364.0546875
line,46.4466438293457,364.0546875,51.60643768310547,363.91375732421875
line,51.60643768310547,363.91375732421875,56.766544342041016,363.784423828125
line,56.766544342041016,363.784423828125,61.92681884765625,363.66217041015625
line,61.92681884765625,363.66217041015625,67.08722686767578,363.5459289550781
line,67.08722686767578,363.5459289550781,72.24791717529297,363.44232177734375
line,72.24791717529297,363.44232177734375,77.40869140625,363.34381103515625
line,77.40869140625,363.34381103515625,82.56964111328125,363.2545471191406
line,82.56964111328125,363.2545471191406,87.7307357788086,363.1744384765625
line,87.7307357788086,363.1744384765625,92.89190673828125,363.09912109375
line,92.89190673828125,363.09912109375,98.05325317382812,363.0373840332031
line,98.05325317382812,363.0373840332031,103.21464538574219,362.97955322265625
line,103.21464538574219,362.97955322265625,108.37615966796875,362.9327392578125
line,108.37615966796875,362.9327392578125,113.53771209716797,362.892822265625
line,113.53771209716797,362.892822265625,118.6993408203125,362.86065673828125
line,118.6993408203125,362.86065673828125,123.86100769042969,362.8385925292969
line,123.86100769042969,362.8385925292969,129.022705078125,362.8212890625
line,129.022705078125,362.8212890625,134.1844024658203,362.81689453125
line,134.1844024658203,362.81689453125,139.34613037109375,362.814697265625
line,139.34613037109375,362.814697265625,144.50782775878906,362.82781982421875
line,144.50782775878906,362.82781982421875,149.66952514648438,362.84271240234375
line,149.66952514648438,362.84271240234375,154.8311767578125,362.8714599609375
line,154.8311767578125,362.8714599609375,159.99278259277344,362.90325927734375
line,159.99278259277344,362.90325927734375,165.15432739257812,362.9478454589844
line,165.15432739257812,362.9478454589844,170.3157958984375,362.996337890625
line,170.3157958984375,362.996337890625,175.4771728515625,363.0569763183594
line,175.4771728515625,363.0569763183594,180.63845825195312,363.1219482421875
line,180.63845825195312,363.1219482421875,185.79962158203125,363.1988525390625
line,185.79962158203125,363.1988525390625,190.960693359375,363.2800598144531
line,190.960693359375,363.2800598144531,196.12158203125,363.3735046386719
line,196.12158203125,363.3735046386719,201.28237915039062,363.4706726074219
line,201.28237915039062,363.4706726074219,206.4429168701172,363.58087158203125
line,206.4429168701172,363.58087158203125,211.60342407226562,363.6930847167969
line,211.60342407226562,363.6930847167969,216.76365661621094,363.81695556640625
line,216.76365661621094,363.81695556640625,221.92369079589844,363.948974609375
line,221.92369079589844,363.948974609375,227.08351135253906,364.089111328125
line,227.08351135253906,364.089111328125,232.2430877685547,364.23779296875
line,232.2430877685547,364.23779296875,237.4024200439453,364.394775390625
line,237.4024200439453,364.394775390625,242.56150817871094,364.5599060058594
line,242.56150817871094,364.5599060058594,247.72032165527344,364.7331848144531
line,247.72032165527344,364.7331848144531,252.87884521484375,364.9146423339844
line,252.87884521484375,364.9146423339844,258.0370788574219,365.1042175292969
line,258.0370788574219,365.1042175292969,263.19500732421875,365.3019104003906
line,263.19500732421875,365.3019104003906,268.3526306152344,365.5077209472656
line,268.3526306152344,365.5077209472656,273.5099182128906,365.72161865234375
line,273.5099182128906,365.72161865234375,278.6668395996094,365.943603515625
line,278.6668395996094,365.943603515625,283.8234558105469,366.1736145019531
line,283.8234558105469,366.1736145019531,288.9796447753906,366.4122314453125
line,288.9796447753906,366.4122314453125,294.13543701171875,366.65966796875
line,294.13543701171875,366.65966796875,299.29083251953125,366.9151916503906
line,299.29083251953125,366.9151916503906,304.4456787109375,367.18109130859375
line,304.4456787109375,367.18109130859375,309.600341796875,367.4512023925781
line,309.600341796875,367.4512023925781,314.75433349609375,367.7334899902344
line,314.75433349609375,367.7334899902344,319.9081115722656,368.0195617675781
line,319.9081115722656,368.0195617675781,325.0611267089844,368.3197937011719
line,325.0611267089844,368.3197937011719,330.21392822265625,368.62225341796875
line,330.21392822265625,368.62225341796875,335.3658142089844,368.9406433105469
line,335.3658142089844,368.9406433105469,340.517578125,369.2619323730469
line,340.517578125,369.2619323730469,345.6684265136719,369.5966491699219
line,345.6684265136719,369.5966491699219,350.8188781738281,369.937255859375
line,350.8188781738281,369.937255859375,355.9686279296875,370.2884826660156
line,355.9686279296875,370.2884826660156,361.1177062988281,370.6488952636719
line,361.1177062988281,370.6488952636719,366.2663269042969,371.0167236328125
line,366.2663269042969,371.0167236328125,371.4139709472656,371.3974304199219
line,371.4139709472656,371.3974304199219,376.56134033203125,371.78216552734375
